LON,LAT,NUMBER,STREET,STR_NAME,STR_TYPE,STR_DIR,address,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-115.7460686,49.5198792,2445,MCLEARY Cres,MCLEARY,Cres, ,2445 MCLEARY Cres  ,,CRANBROOK,,,,,e694ae92b2fdb7d4
-115.7458546,49.5198784,2449,MCLEARY Cres,MCLEARY,Cres, ,2449 MCLEARY Cres  ,,CRANBROOK,,,,,339c44a7664c8d42
-115.7455814,49.5199054,2453,MCLEARY Cres,MCLEARY,Cres, ,2453 MCLEARY Cres  ,,CRANBROOK,,,,,2201af85c7e9fb28
-115.7471323,49.5199511,2409,MCLEARY Cres,MCLEARY,Cres, ,2409 MCLEARY Cres  ,,CRANBROOK,,,,,b601dd89bcbb0cee
-115.7475572,49.5199685,812,24TH Ave N,24TH,Ave,N,812 24TH Ave N,,CRANBROOK,,,,,c7e5a60a6cb51cbe
-115.744877,49.5199277,2480,MCLEARY Cres,MCLEARY,Cres, ,2480 MCLEARY Cres  ,,CRANBROOK,,,,,dffce830417cee5a
-115.7382663,49.5007587,805,31ST Ave S,31ST,Ave,S,805 31ST Ave S,,CRANBROOK,,,,,65e2e558d11b7033
-115.7507283,49.5080528,2201,2ND Street S,2ND,Street,S,2201 2ND Street S,,CRANBROOK,,,,,d719088be23d34f9
-115.7485807,49.5077034,2317,2ND Street S,2ND,Street,S,2317 2ND Street S,,CRANBROOK,,,,,9fa6dcab6b4629ee
-115.7484041,49.5081101,2319,2ND Street S,2ND,Street,S,2319 2ND Street S,,CRANBROOK,,,,,93fb9974e4fec259
-115.7499644,49.5079043,2221,2ND Street S,2ND,Street,S,2221 2ND Street S,,CRANBROOK,,,,,e600ac05dccf8fd6
-115.7496163,49.5079023,2301,2ND Street S,2ND,Street,S,2301 2ND Street S,,CRANBROOK,,,,,1a1dadd4b19aec9f
-115.7493097,49.5079017,2307,2ND Street S,2ND,Street,S,2307 2ND Street S,,CRANBROOK,,,,,45235e6fad2b7ba3
-115.7490001,49.5079005,2313,2ND Street S,2ND,Street,S,2313 2ND Street S,,CRANBROOK,,,,,75f921242394394c
-115.7391055,49.50678,2915,2B Street S,2B,Street,S,2915 2B Street S,,CRANBROOK,,,,,fa95cb372f23e331
-115.7380152,49.5067873,220,31ST Ave S,31ST,Ave,S,220 31ST Ave S,,CRANBROOK,,,,,7bff5817bbe247df
-115.7384281,49.5068085,217,31ST Ave S,31ST,Ave,S,217 31ST Ave S,,CRANBROOK,,,,,862df298c2e88be2
-115.7434158,49.506915,2705,2B Street S,2B,Street,S,2705 2B Street S,,CRANBROOK,,,,,bcb4a1729660efee
-115.7389381,49.5069191,2917,2B Street S,2B,Street,S,2917 2B Street S,,CRANBROOK,,,,,457b855a854291ad
-115.737622,49.5068459,216,31ST Ave S,31ST,Ave,S,216 31ST Ave S,,CRANBROOK,,,,,274c6f0f376cfeb6
-115.7385359,49.5069933,213,31ST Ave S,31ST,Ave,S,213 31ST Ave S,,CRANBROOK,,,,,31b73bf11ba7d5db
-115.7433956,49.5071068,2703,2B Street S,2B,Street,S,2703 2B Street S,,CRANBROOK,,,,,f45e6fab387c0aef
-115.7375879,49.5070788,212,31ST Ave S,31ST,Ave,S,212 31ST Ave S,,CRANBROOK,,,,,b0cb01cb9060aa94
-115.7389837,49.507125,2919,2B Street S,2B,Street,S,2919 2B Street S,,CRANBROOK,,,,,d833e78b623c527a
-115.7428165,49.5072158,2708,2B Street S,2B,Street,S,2708 2B Street S,,CRANBROOK,,,,,c21268133b660958
-115.7425663,49.5072081,2712,2B Street S,2B,Street,S,2712 2B Street S,,CRANBROOK,,,,,95fdedf94ee10c7f
-115.7423136,49.5072065,2716,2B Street S,2B,Street,S,2716 2B Street S,,CRANBROOK,,,,,bc63c1b0b06fcbe1
-115.7420609,49.5072049,2720,2B Street S,2B,Street,S,2720 2B Street S,,CRANBROOK,,,,,da19225931d4da14
-115.7433969,49.5072641,2701,2B Street S,2B,Street,S,2701 2B Street S,,CRANBROOK,,,,,278afb2f0cdd085a
-115.7418082,49.5072033,2724,2B Street S,2B,Street,S,2724 2B Street S,,CRANBROOK,,,,,c74f11c7a35347a8
-115.7415555,49.5072017,2800,2B Street S,2B,Street,S,2800 2B Street S,,CRANBROOK,,,,,7a7042e73395163e
-115.7413028,49.5072001,2804,2B Street S,2B,Street,S,2804 2B Street S,,CRANBROOK,,,,,54fbe847adc6b6c8
-115.7410513,49.5071981,2808,2B Street S,2B,Street,S,2808 2B Street S,,CRANBROOK,,,,,79d254565a14a46d
-115.7408019,49.507197,2812,2B Street S,2B,Street,S,2812 2B Street S,,CRANBROOK,,,,,c8a4826df96e4d10
-115.7405535,49.5071959,2816,2B Street S,2B,Street,S,2816 2B Street S,,CRANBROOK,,,,,0459210506504a76
-115.7403052,49.5071948,2820,2B Street S,2B,Street,S,2820 2B Street S,,CRANBROOK,,,,,bcd578b5976f4cf8
-115.7400568,49.5071937,2900,2B Street S,2B,Street,S,2900 2B Street S,,CRANBROOK,,,,,2f8ef96bdef2d94b
-115.7398085,49.5071927,2904,2B Street S,2B,Street,S,2904 2B Street S,,CRANBROOK,,,,,af8e208a9284612f
-115.7384979,49.5072071,209,31ST Ave S,31ST,Ave,S,209 31ST Ave S,,CRANBROOK,,,,,df943c6a6a2cb448
-115.7395649,49.5071955,2908,2B Street S,2B,Street,S,2908 2B Street S,,CRANBROOK,,,,,0769723c029c4171
-115.7389883,49.5072916,2921,2B Street S,2B,Street,S,2921 2B Street S,,CRANBROOK,,,,,8a305d293a6fde45
-115.7433998,49.50742,2700,2A Street S,2A,Street,S,2700 2A Street S,,CRANBROOK,,,,,1498adae1f6e7c57
-115.7385048,49.5073957,205,31ST Ave S,31ST,Ave,S,205 31ST Ave S,,CRANBROOK,,,,,1fbabefc5073d104
-115.7412969,49.5074626,2733,2A Street S,2A,Street,S,2733 2A Street S,,CRANBROOK,,,,,adebc435cf55d5c0
-115.7415517,49.5074652,2729,2A Street S,2A,Street,S,2729 2A Street S,,CRANBROOK,,,,,5eccd4d7e583054b
-115.7418066,49.5074677,2725,2A Street S,2A,Street,S,2725 2A Street S,,CRANBROOK,,,,,d10c42a7a3e1a10c
-115.7420614,49.5074702,2721,2A Street S,2A,Street,S,2721 2A Street S,,CRANBROOK,,,,,4aff358f84baeb46
-115.7423152,49.5074723,2717,2A Street S,2A,Street,S,2717 2A Street S,,CRANBROOK,,,,,11e892d85f90957b
-115.7425679,49.5074748,2713,2A Street S,2A,Street,S,2713 2A Street S,,CRANBROOK,,,,,c18fda8a336c3c17
-115.7410262,49.5074595,2801,2A Street S,2A,Street,S,2801 2A Street S,,CRANBROOK,,,,,2b3c96bb5b0a3e74
-115.7428248,49.507474,2709,2A Street S,2A,Street,S,2709 2A Street S,,CRANBROOK,,,,,63ee31d5fc827f0f
-115.7407567,49.5074583,2805,2A Street S,2A,Street,S,2805 2A Street S,,CRANBROOK,,,,,ec0e1630087fa971
-115.7405041,49.5074572,2809,2A Street S,2A,Street,S,2809 2A Street S,,CRANBROOK,,,,,040c693e25aec568
-115.7402515,49.5074561,2813,2A Street S,2A,Street,S,2813 2A Street S,,CRANBROOK,,,,,a052579fa03482a9
-115.7399999,49.5074547,2901,2A Street S,2A,Street,S,2901 2A Street S,,CRANBROOK,,,,,a3c8ae3165919cfb
-115.739692,49.5074201,2905,2A Street S,2A,Street,S,2905 2A Street S,,CRANBROOK,,,,,db09692d53806363
-115.7377625,49.5073351,208,31ST Ave S,31ST,Ave,S,208 31ST Ave S,,CRANBROOK,,,,,5734b2f679eaf19c
-115.7389673,49.5074754,2912,2A Street S,2A,Street,S,2912 2A Street S,,CRANBROOK,,,,,9118ea4d5afb84cb
-115.7434452,49.50761,2704,2A Street S,2A,Street,S,2704 2A Street S,,CRANBROOK,,,,,2c063e3fd4e77751
-115.7391292,49.5076184,2910,2A Street S,2A,Street,S,2910 2A Street S,,CRANBROOK,,,,,65dc6d1ac39254bf
-115.739397,49.5077154,2908,2A Street S,2A,Street,S,2908 2A Street S,,CRANBROOK,,,,,d4248317b3419e3c
-115.7385073,49.5076502,3013,2ND Street S,2ND,Street,S,3013 2ND Street S,,CRANBROOK,,,,,6db235be09410ae6
-115.7414551,49.5078707,2728,2A Street S,2A,Street,S,2728 2A Street S,,CRANBROOK,,,,,54b94b2f7711e2c6
-115.7389105,49.5077984,2913,2ND Street S,2ND,Street,S,2913 2ND Street S,,CRANBROOK,,,,,f3f6c977c8d91ea2
-115.7396564,49.5078136,2904,2A Street S,2A,Street,S,2904 2A Street S,,CRANBROOK,,,,,cd20f6a37a247da4
-115.7387528,49.5012238,712,30TH Ave S,30TH,Ave,S,712 30TH Ave S,,CRANBROOK,,,,,201c670f4a379184
-115.7492329,49.5063845,2301,3RD Street S,3RD,Street,S,2301 3RD Street S,,CRANBROOK,,,,,f1420961149dbfca
-115.7490934,49.5063886,2303,3RD Street S,3RD,Street,S,2303 3RD Street S,,CRANBROOK,,,,,d6ac2621d95590bc
-115.7489655,49.5063879,2305,3RD Street S,3RD,Street,S,2305 3RD Street S,,CRANBROOK,,,,,61ab5d552858c88b
-115.7488393,49.5063881,2307,3RD Street S,3RD,Street,S,2307 3RD Street S,,CRANBROOK,,,,,f485895c041fa97f
-115.7623397,49.4962119,1304,13TH Street S,13TH,Street,S,1304 13TH Street S,,CRANBROOK,,,,,9ea411d848f90748
-115.762569,49.4962127,1300,13TH Street S,13TH,Street,S,1300 13TH Street S,,CRANBROOK,,,,,0f5adb0291853f6a
-115.7604411,49.4956965,1333,13TH Street S,13TH,Street,S,1333 13TH Street S,,CRANBROOK,,,,,0815ddabfe46caa3
-115.756925,49.4978389,1808,12TH Street S,12TH,Street,S,1808 12TH Street S,,CRANBROOK,,,,,99c98e3efd08cdc9
-115.7566601,49.4978337,1812,12TH Street S,12TH,Street,S,1812 12TH Street S,,CRANBROOK,,,,,765f9cf482ba3f0d
-115.756411,49.4978326,1900,12TH Street S,12TH,Street,S,1900 12TH Street S,,CRANBROOK,,,,,91d22cf5e9e0813c
-115.7561625,49.4978346,1904,12TH Street S,12TH,Street,S,1904 12TH Street S,,CRANBROOK,,,,,493c2e41ca07bcd5
-115.7559141,49.4978366,1908,12TH Street S,12TH,Street,S,1908 12TH Street S,,CRANBROOK,,,,,ebca49396bd83e5f
-115.7556657,49.4978386,1912,12TH Street S,12TH,Street,S,1912 12TH Street S,,CRANBROOK,,,,,d425584d7a761ed6
-115.7554172,49.4978407,1916,12TH Street S,12TH,Street,S,1916 12TH Street S,,CRANBROOK,,,,,124e3dfb9c5466e1
-115.7584899,49.4889459,1416,SOUTHVIEW Drive,SOUTHVIEW,Drive, ,1416 SOUTHVIEW Drive  ,,CRANBROOK,,,,,e93f6c276c3a7938
-115.7582346,49.4889438,1420,SOUTHVIEW Drive,SOUTHVIEW,Drive, ,1420 SOUTHVIEW Drive  ,,CRANBROOK,,,,,e03c5899dde77082
-115.7450075,49.5044123,2616,5TH Street S,5TH,Street,S,2616 5TH Street S,,CRANBROOK,,,,,b4e2ad389640ff42
-115.7447651,49.5044113,2620,5TH Street S,5TH,Street,S,2620 5TH Street S,,CRANBROOK,,,,,5a7b19c55d5c4f67
-115.7441371,49.5044846,408,26A Ave S,26A,Ave,S,408 26A Ave S,,CRANBROOK,,,,,0efb24982b7b2e57
-115.7441357,49.504649,404,26A Ave S,26A,Ave,S,404 26A Ave S,,CRANBROOK,,,,,8b8ca35b0b10ea3b
-115.748398,49.5047671,2321,4TH Street S,4TH,Street,S,2321 4TH Street S,,CRANBROOK,,,,,8c70df87bb92aa09
-115.7478852,49.5047656,2413,4TH Street S,4TH,Street,S,2413 4TH Street S,,CRANBROOK,,,,,cd2f534ecd4f4f86
-115.747643,49.5047647,2417,4TH Street S,4TH,Street,S,2417 4TH Street S,,CRANBROOK,,,,,79c2f8668c4d0441
-115.7474032,49.5047639,2421,4TH Street S,4TH,Street,S,2421 4TH Street S,,CRANBROOK,,,,,a3adb8c3d18e806a
-115.7471633,49.504763,2425,4TH Street S,4TH,Street,S,2425 4TH Street S,,CRANBROOK,,,,,a6b7261b3f40fb9c
-115.7469235,49.5047621,2501,4TH Street S,4TH,Street,S,2501 4TH Street S,,CRANBROOK,,,,,42a49dc11625c27c
-115.7466837,49.5047612,2505,4TH Street S,4TH,Street,S,2505 4TH Street S,,CRANBROOK,,,,,bc893f6c55814592
-115.7464439,49.5047604,2509,4TH Street S,4TH,Street,S,2509 4TH Street S,,CRANBROOK,,,,,57518dbd6ed400f4
-115.746204,49.5047595,2513,4TH Street S,4TH,Street,S,2513 4TH Street S,,CRANBROOK,,,,,7ba47f28cb60b5c4
-115.7459642,49.5047586,2517,4TH Street S,4TH,Street,S,2517 4TH Street S,,CRANBROOK,,,,,1c880f3e1d9a60d6
-115.7457243,49.5047577,2601,4TH Street S,4TH,Street,S,2601 4TH Street S,,CRANBROOK,,,,,970ab0e2d5bc4b27
-115.7454844,49.5047568,2605,4TH Street S,4TH,Street,S,2605 4TH Street S,,CRANBROOK,,,,,05c4eb046ee8bae6
-115.7452445,49.5047559,2609,4TH Street S,4TH,Street,S,2609 4TH Street S,,CRANBROOK,,,,,cd8bebbd9e5c0d3e
-115.7450046,49.5047549,2613,4TH Street S,4TH,Street,S,2613 4TH Street S,,CRANBROOK,,,,,9a65c51a556331f2
-115.7447623,49.504754,2617,4TH Street S,4TH,Street,S,2617 4TH Street S,,CRANBROOK,,,,,1b44ff60a32c7bec
-115.7634837,49.5154003,315,KOOTENAY Street N,KOOTENAY,Street,N,315 KOOTENAY Street N,,CRANBROOK,,,,,ce1018758ab6305f
-115.7641907,49.5154138,300,CRANBROOK Street N,CRANBROOK,Street,N,300 CRANBROOK Street N,,CRANBROOK,,,,,b854300b248883c6
-115.7634187,49.5154542,315,KOOTENAY Street N,KOOTENAY,Street,N,315 KOOTENAY Street N,,CRANBROOK,,,,,3eb9012aa45d871a
-115.7648289,49.5145876,220,CRANBROOK Street N,CRANBROOK,Street,N,220 CRANBROOK Street N,,CRANBROOK,,,,,ba9b639b07130807
-115.7635752,49.5142527,1212,2ND Street N,2ND,Street,N,1212 2ND Street N,,CRANBROOK,,,,,88f67ebc0ddbb4fa
-115.7629848,49.5146906,216,13TH Ave N,13TH,Ave,N,216 13TH Ave N,,CRANBROOK,,,,,72916378d4da224f
-115.7633537,49.515508,317,KOOTENAY Street N,KOOTENAY,Street,N,317 KOOTENAY Street N,,CRANBROOK,,,,,9a57c496e322c99d
-115.759855,49.5130299,1410,BAKER Street,BAKER,Street, ,1410 BAKER Street  ,,CRANBROOK,,,,,0b22fa7f0ee4764f
-115.7609174,49.5130324,1410,BAKER Street,BAKER,Street, ,1410 BAKER Street  ,,CRANBROOK,,,,,0d4c74d16c982b28
-115.7616101,49.5130324,1410,BAKER Street,BAKER,Street, ,1410 BAKER Street  ,,CRANBROOK,,,,,f4695279277d8005
-115.7582124,49.5133622,25,17TH Ave N,17TH,Ave,N,25 17TH Ave N,,CRANBROOK,,,,,5a0c9581bedff7b2
-115.7583718,49.5122686,15,17TH Ave N,17TH,Ave,N,15 17TH Ave N,,CRANBROOK,,,,,596432ecfd931905
-115.7580683,49.5136415,1501,1ST Street S,1ST,Street,S,1501 1ST Street S,,CRANBROOK,,,,,5f5660437d2b9c24
-115.7587275,49.5124433,15,17TH Ave N,17TH,Ave,N,15 17TH Ave N,,CRANBROOK,,,,,a0c72aad62f6ac87
-115.7570864,49.5113221,26,17TH Ave N,17TH,Ave,N,26 17TH Ave N,,CRANBROOK,,,,,7c6325ebbb252f13
-115.7624008,49.5130352,17,14TH Ave N,14TH,Ave,N,17 14TH Ave N,,CRANBROOK,,,,,aa1473b63028a0ff
-115.7643885,49.5130251,18,12TH Ave N,12TH,Ave,N,18 12TH Ave N,,CRANBROOK,,,,,134fd27737c5f50f
-115.7643879,49.5130937,20,12TH Ave N,12TH,Ave,N,20 12TH Ave N,,CRANBROOK,,,,,51cc2841f957d68b
-115.7643894,49.5129223,16,12TH Ave N,12TH,Ave,N,16 12TH Ave N,,CRANBROOK,,,,,c8df764c9b27c621
-115.7624004,49.5130865,17,14TH Ave N,14TH,Ave,N,17 14TH Ave N,,CRANBROOK,,,,,6b8828d5112945de
-115.7623998,49.513155,21,14TH Ave N,14TH,Ave,N,21 14TH Ave N,,CRANBROOK,,,,,d42488f407f6a51a
-115.7623991,49.5132236,23,14TH Ave N,14TH,Ave,N,23 14TH Ave N,,CRANBROOK,,,,,7cb39c51d046e707
-115.7623985,49.5132921,23,14TH Ave N,14TH,Ave,N,23 14TH Ave N,,CRANBROOK,,,,,7104450b8bfcc056
-115.7623979,49.5133606,27,14TH Ave N,14TH,Ave,N,27 14TH Ave N,,CRANBROOK,,,,,0f1c5c5af9bdfb72
-115.7623973,49.5134291,27,14TH Ave N,14TH,Ave,N,27 14TH Ave N,,CRANBROOK,,,,,bb4ad9f62cf8be10
-115.7623967,49.5134976,29,14TH Ave N,14TH,Ave,N,29 14TH Ave N,,CRANBROOK,,,,,360ebc18d1e3143a
-115.7623963,49.513549,29,14TH Ave N,14TH,Ave,N,29 14TH Ave N,,CRANBROOK,,,,,45f84f1e5622c626
-115.762396,49.5135832,33,14TH Ave N,14TH,Ave,N,33 14TH Ave N,,CRANBROOK,,,,,513d1fdbe4fb0d48
-115.7623955,49.5136346,33,14TH Ave N,14TH,Ave,N,33 14TH Ave N,,CRANBROOK,,,,,eac0bc5b39b305bb
-115.7624028,49.5128795,13,14TH Ave N,14TH,Ave,N,13 14TH Ave N,,CRANBROOK,,,,,937b5457ab5b8a93
-115.7643873,49.5131622,22,12TH Ave N,12TH,Ave,N,22 12TH Ave N,,CRANBROOK,,,,,d77d62e1e7472b26
-115.7643867,49.5132307,22,12TH Ave N,12TH,Ave,N,24 12TH Ave N,,CRANBROOK,,,,,b634702955c4d3ef
-115.7643861,49.5132993,26,12TH Ave N,12TH,Ave,N,26 12TH Ave N,,CRANBROOK,,,,,8f48ada2a2c6866c
-115.7643855,49.5133678,28,12TH Ave N,12TH,Ave,N,28 12TH Ave N,D,CRANBROOK,,,,,55e1226c5091666b
-115.7643849,49.5134364,30,12TH Ave N,12TH,Ave,N,30 12TH Ave N,D,CRANBROOK,,,,,ab9c346418b0b2d9
-115.7643843,49.5135049,32,12TH Ave N,12TH,Ave,N,32 12TH Ave N,,CRANBROOK,,,,,fb9920bdad206a4c
-115.7643835,49.5135906,34,12TH Ave N,12TH,Ave,N,34 12TH Ave N,,CRANBROOK,,,,,649a1eb63ec73df3
-115.7643831,49.513642,36,12TH Ave N,12TH,Ave,N,36 12TH Ave N,,CRANBROOK,,,,,a170a336ee4e35e8
-115.7643824,49.5137105,38,12TH Ave N,12TH,Ave,N,38 12TH Ave N,,CRANBROOK,,,,,1479fd9aca7a90ee
-115.7637844,49.5137083,1311,2ND Street N,2ND,Street,N,1311 2ND Street N,,CRANBROOK,,,,,082a75c7d6db9b76
-115.7637837,49.5137768,1311,2ND Street N,2ND,Street,N,1311 2ND Street N,,CRANBROOK,,,,,34fc2a0e87a8e54f
-115.7643818,49.5137791,40,12TH Ave N,12TH,Ave,N,40 12TH Ave N,,CRANBROOK,,,,,1f60d9f0c0d6681f
-115.7643838,49.5135563,34,12TH Ave N,12TH,Ave,N,34 12TH Ave N,,CRANBROOK,,,,,712115ccded73302
-115.7644875,49.5118365,2,12TH Ave S,12TH,Ave,S,2 12TH Ave S,,CRANBROOK,,,,,59966580a0d1c98f
-115.7624011,49.5130009,15,14TH Ave N,14TH,Ave,N,15 14TH Ave N,,CRANBROOK,,,,,23de89289a50b070
-115.7633538,49.5122684,1315,BAKER Street,BAKER,Street, ,1315 BAKER Street  ,,CRANBROOK,,,,,e6d0dfbed124f7d4
-115.762442,49.5137365,39,14TH Ave N,14TH,Ave,N,39 14TH Ave N,,CRANBROOK,,,,,3dcd7a3cb0289f35
-115.762401,49.5129521,15,14TH Ave N,14TH,Ave,N,15 14TH Ave N,,CRANBROOK,,,,,76d57673b687ab8b
-115.7637937,49.5128862,1311,2ND Street N,2ND,Street,N,1311 2ND Street N,,CRANBROOK,,,,,ace44e45b4254698
-115.7631352,49.5133358,1200,2ND Street N,2ND,Street,N,1200 2ND Street N,,CRANBROOK,,,,,8165c1f9c7e038bd
-115.7612377,49.5106785,19,15TH Ave S,15TH,Ave,S,19 15TH Ave S,,CRANBROOK,,,,,416c612701fc2cb7
-115.7616275,49.5110696,16,14TH Ave S,14TH,Ave,S,16 14TH Ave S,,CRANBROOK,,,,,6c4037d55eb9e1b5
-115.7607185,49.5104431,1500,1ST Street S,1ST,Street,S,1500 1ST Street S,,CRANBROOK,,,,,8ccf500f40944599
-115.7609965,49.5110677,15,15TH Ave S,15TH,Ave,S,15 15TH Ave S,,CRANBROOK,,,,,4099a622a0c0a785
-115.7616262,49.5111929,14,14TH Ave S,14TH,Ave,S,14 14TH Ave S,,CRANBROOK,,,,,c7bfb608884736e6
-115.7596203,49.5118437,1517,BAKER Street,BAKER,Street, ,1517 BAKER Street  ,,CRANBROOK,,,,,67a8a90bbb5f1a40
-115.7594757,49.5118369,1517,BAKER Street,BAKER,Street, ,1517 BAKER Street  ,,CRANBROOK,,,,,fb7bcc0486d694b7
-115.7593494,49.5118364,1517,BAKER Street,BAKER,Street, ,1517 BAKER Street  ,,CRANBROOK,,,,,16603ac6fcd4a0b9
-115.7592231,49.511836,1517,BAKER Street,BAKER,Street, ,1517 BAKER Street  ,,CRANBROOK,,,,,a6363facc3043cd6
-115.7590968,49.5118355,1605,BAKER Street,BAKER,Street, ,1605 BAKER Street  ,,CRANBROOK,,,,,40721cefe3bea6ca
-115.7589705,49.511835,1605,BAKER Street,BAKER,Street, ,1605 BAKER Street  ,,CRANBROOK,,,,,72060d8e99b8650f
-115.7588442,49.5118346,1617,BAKER Street,BAKER,Street, ,1617 BAKER Street  ,,CRANBROOK,,,,,3d0962ba4717faa0
-115.7600891,49.5105121,1504,1ST Street S,1ST,Street,S,1504 1ST Street S,,CRANBROOK,,,,,d73bed46d0aaed85
-115.7588567,49.5134796,1501,1ST Street S,1ST,Street,S,1501 1ST Street S,,CRANBROOK,,,,,fc65aa2ddcb3cafc
-115.7650563,49.5203279,632,INDUSTRIAL ROAD 2,INDUSTRIAL ROAD 2, , ,632 INDUSTRIAL ROAD 2  ,,CRANBROOK,,,,,fe49a9556cbb3bbe
-115.7615637,49.5337123,1724,INDUSTRIAL ROAD F1,INDUSTRIAL ROAD F1, , ,1724 INDUSTRIAL ROAD F1  ,,CRANBROOK,,,,,4fab3419a36b9703
-115.750917,49.5363072,2110,22ND Street S,22ND,Street,S,2110 22ND Street S,,CRANBROOK,,,,,4e606d2de319733a
-115.7698694,49.52046,501,HURRY Ave NW,HURRY,Ave,NW,501 HURRY Ave NW,,CRANBROOK,,,,,a6efa49171822d70
-115.7656874,49.5360582,348,MISSION Place,MISSION,Place, ,348 MISSION Place  ,,CRANBROOK,,,,,1f185040818a7ee9
-115.7643152,49.5363801,339,MISSION Cres,MISSION,Cres, ,339 MISSION Cres  ,,CRANBROOK,,,,,baf089ff0d49ff07
-115.7649059,49.5367858,352,MISSION Cres,MISSION,Cres, ,352 MISSION Cres  ,,CRANBROOK,,,,,751f00cfd9cd34ee
-115.7649022,49.5354417,224,MISSION Cres,MISSION,Cres, ,224 MISSION Cres  ,,CRANBROOK,,,,,d8e2d41789e540c3
-115.765281,49.5367727,360,MISSION Cres,MISSION,Cres, ,360 MISSION Cres  ,,CRANBROOK,,,,,0b10c3b71aa4e392
-115.7644953,49.5368003,344,MISSION Cres,MISSION,Cres, ,344 MISSION Cres  ,,CRANBROOK,,,,,5b5dd80b8fe56fb8
-115.8039323,49.5812486,176,RIVER DRIVE,RIVER DRIVE, , ,176 RIVER DRIVE  ,,CRANBROOK,,,,,8e6962b549bd153e
-115.8006453,49.5812946,132,RIVER DRIVE,RIVER DRIVE, , ,132 RIVER DRIVE  ,,CRANBROOK,,,,,22295600311e475e
-115.7555028,49.5239809,1201,CRANBROOK Street N,CRANBROOK,Street,N,1201 CRANBROOK Street N,,CRANBROOK,,,,,9c09b17d81289d42
-115.7361363,49.5241298,1539,MT FISHER Cres,MT FISHER,Cres, ,1539 MT FISHER Cres  ,,CRANBROOK,,,,,387fd1295efbfc7c
-115.744911,49.5246495,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,44,CRANBROOK,,,,,846e433b246e2e0b
-115.7360393,49.5282701,3208,MT ROYAL Drive N,MT ROYAL,Drive,N,3208 MT ROYAL Drive N,,CRANBROOK,,,,,8240ebcb3404b8b5
-115.735771,49.5276845,1640,MT PYRAMID Cres,MT PYRAMID,Cres, ,1640 MT PYRAMID Cres  ,,CRANBROOK,,,,,5fe49bc33326927a
-115.7475104,49.5262698,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,57,CRANBROOK,,,,,13335b5f08b1eb27
-115.7358341,49.5287224,1801,MT CONNELL Cres N,MT CONNELL,Cres,N,1801 MT CONNELL Cres N,,CRANBROOK,,,,,1b156cd6fb9be24d
-115.7446384,49.5277227,1807,KELOWNA Cres N,KELOWNA,Cres,N,1807 KELOWNA Cres N,B,CRANBROOK,,,,,bf1d679566205735
-115.7401143,49.5287102,1914,KOKANEE Cres N,KOKANEE,Cres,N,1914 KOKANEE Cres N,,CRANBROOK,,,,,f64a237d862c3e04
-115.7445435,49.5285508,2025,KOKANEE Drive N,KOKANEE,Drive,N,2025 KOKANEE Drive N,9,CRANBROOK,,,,,7d3499d0bda0f61e
-115.7342006,49.533205,2261,34TH Ave N,34TH,Ave,N,2261 34TH Ave N,,CRANBROOK,,,,,cb0173609210e16a
-115.7333627,49.5310712,2100,34TH Ave N,34TH,Ave,N,2100 34TH Ave N,1,CRANBROOK,,,,,421aa9469fe74280
-115.7917063,49.5114936,800,LAURIER Street W,LAURIER,Street,W,800 LAURIER Street W,,CRANBROOK,,,,,7124af0c6605da0a
-115.7784915,49.5102944,320,COBHAM Ave W,COBHAM,Ave,W,320 COBHAM Ave W,,CRANBROOK,,,,,f2d42ea70e544711
-115.7899197,49.5032868,1500,COBHAM Ave W,COBHAM,Ave,W,1500 COBHAM Ave W,,CRANBROOK,,,,,65067213c4d71622
-115.7634704,49.5210907,725,INDUSTRIAL ROAD 1,INDUSTRIAL ROAD 1, , ,725 INDUSTRIAL ROAD 1  ,,CRANBROOK,,,,,804e2b43196c80dd
-115.797965,49.575731,193,SHADOW MOUNTAIN BOULEVARD,SHADOW MOUNTAIN BOULEVARD, , ,193 SHADOW MOUNTAIN BOULEVARD  ,,CRANBROOK,,,,,e234f448572867c3
-115.7637527,49.536381,327,MISSION Cres,MISSION,Cres, ,327 MISSION Cres  ,,CRANBROOK,,,,,a99e7e30fe6765e3
-115.7416233,49.5312989,2114,KOKANEE Court N,KOKANEE,Court,N,2114 KOKANEE Court N,,CRANBROOK,,,,,9895a8127d9cb065
-115.7395888,49.5329051,2312,29TH Ave N,29TH,Ave,N,2312 29TH Ave N,,CRANBROOK,,,,,3be689ae9768582a
-115.7451909,49.5234992,1201,KOOTENAY Street N,KOOTENAY,Street,N,1201 KOOTENAY Street N,,CRANBROOK,,,,,f8a52a565779a243
-115.7353932,49.5245282,1565,MT FISHER Cres,MT FISHER,Cres, ,1565 MT FISHER Cres  ,,CRANBROOK,,,,,ebe6fceedb130c08
-115.7328776,49.5238728,1500,ABEL Ave,ABEL,Ave, ,1500 ABEL Ave  ,,CRANBROOK,,,,,a318245a7fd42207
-115.7488526,49.5276929,1614,CRANBROOK Street N,CRANBROOK,Street,N,1614 CRANBROOK Street N,,CRANBROOK,,,,,ee00f3f30e34d84c
