LON,LAT,NUMBER,STREET,STR_NAME,STR_TYPE,STR_DIR,address,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-115.7625879,49.5394135,143,THE WHINS,THE WHINS, , ,143 THE WHINS  ,,CRANBROOK,,,,,1b9c20d9a9183fd9
-115.761713,49.538907,152,THE WHINS,THE WHINS, , ,152 THE WHINS  ,,CRANBROOK,,,,,015777da3c19f037
-115.7966015,49.5760793,213,SHADOW MOUNTAIN BOULEVARD,SHADOW MOUNTAIN BOULEVARD, , ,213 SHADOW MOUNTAIN BOULEVARD  ,,CRANBROOK,,,,,68a841dc978ed24b
-115.8000108,49.581241,124,RIVER DRIVE,RIVER DRIVE, , ,124 RIVER DRIVE  ,,CRANBROOK,,,,,6064818fe6f1ac75
-115.7545811,49.5464178,3645,COLLINSON Road,COLLINSON,Road, ,3645 COLLINSON Road  ,,CRANBROOK,,,,,8fb1b202d29e870b
-115.7342009,49.5328381,2241,34TH Ave N,34TH,Ave,N,2241 34TH Ave N,,CRANBROOK,,,,,e2d7c7d3f0d5c584
-115.7469711,49.5239446,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,8,CRANBROOK,,,,,e9ab1f92416d7af2
-115.738408,49.5247942,3009,MT FISHER Place,MT FISHER,Place, ,3009 MT FISHER Place  ,,CRANBROOK,,,,,f659b5281ab0b124
-115.7410501,49.5250261,1401,30TH Ave N,30TH,Ave,N,1401 30TH Ave N,15,CRANBROOK,,,,,66663804ef3d13bb
-115.7333712,49.5272893,3413,MT ROYAL Drive N,MT ROYAL,Drive,N,3413 MT ROYAL Drive N,,CRANBROOK,,,,,8c9e1cb3ecc01b98
-115.7304763,49.5262017,1522,MT ROYAL RIDGE,MT ROYAL RIDGE, , ,1522 MT ROYAL RIDGE  ,,CRANBROOK,,,,,8e2d0f05410f69aa
-115.7477332,49.5258219,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,54,CRANBROOK,,,,,a7590bc8fdca2702
-115.7337788,49.5280777,1704,MT NELSON Cres N,MT NELSON,Cres,N,1704 MT NELSON Cres N,,CRANBROOK,,,,,3fbb7a851496a27b
-115.7496373,49.5270489,1604,CRANBROOK Street N,CRANBROOK,Street,N,1604 CRANBROOK Street N,,CRANBROOK,,,,,6961359be971024d
-115.7456724,49.528598,2025,KOKANEE Drive N,KOKANEE,Drive,N,2025 KOKANEE Drive N,16,CRANBROOK,,,,,757d79ec0e032a72
-115.7422072,49.5288761,1831,KOKANEE Cres N,KOKANEE,Cres,N,1831 KOKANEE Cres N,,CRANBROOK,,,,,afc16afa3e109cc3
-115.7425543,49.5286171,1930,KELOWNA Cres N,KELOWNA,Cres,N,1930 KELOWNA Cres N,,CRANBROOK,,,,,d0ca03b0f906fe05
-115.7870298,49.5122256,700,PATTERSON Street W,PATTERSON,Street,W,700 PATTERSON Street W,,CRANBROOK,,,,,aa77c01e096d6ff7
-115.7916186,49.5076101,600,MCBRIDE Street W,MCBRIDE,Street,W,600 MCBRIDE Street W,,CRANBROOK,,,,,6be550232f465595
-115.7674953,49.5192401,501,BRIAR Ave NW,BRIAR,Ave,NW,501 BRIAR Ave NW,,CRANBROOK,,,,,b8548026a5a4b4d2
-115.7540624,49.5453337,3629,COLLINSON Road,COLLINSON,Road, ,3629 COLLINSON Road  ,,CRANBROOK,,,,,31ab57c08da795d8
-115.7653963,49.5243429,1001,INDUSTRIAL ROAD NO,INDUSTRIAL ROAD NO, , ,1001 INDUSTRIAL ROAD NO  ,,CRANBROOK,,,,,ce07c4619aad5bb7
-115.7599357,49.5388769,131,THE WHINS,THE WHINS, , ,131 THE WHINS  ,,CRANBROOK,,,,,1e1ce24422781cae
-115.7627721,49.5221381,825,INDUSTRIAL ROAD 1,INDUSTRIAL ROAD 1, , ,825 INDUSTRIAL ROAD 1  ,,CRANBROOK,,,,,67327f12498b6425
-115.765214,49.5270288,1221,INDUSTRIAL ROAD 2,INDUSTRIAL ROAD 2, , ,1221 INDUSTRIAL ROAD 2  ,,CRANBROOK,,,,,76f6e17f05172d7b
-115.7654826,49.5278142,1229,INDUSTRIAL ROAD 3,INDUSTRIAL ROAD 3, , ,1229 INDUSTRIAL ROAD 3  ,,CRANBROOK,,,,,5b62599b7d28f4e3
-115.7648288,49.5345328,2024,INDUSTRIAL ROAD  2,INDUSTRIAL ROAD  2, , ,2024 INDUSTRIAL ROAD 2  ,,CRANBROOK,,,,,feb03b7e256c2dae
-115.7599837,49.533162,1525,INDUSTRIAL ROAD F2,INDUSTRIAL ROAD F2, , ,1525 INDUSTRIAL ROAD F2  ,,CRANBROOK,,,,,69433032bfa111c1
-115.7644877,49.5350995,229,MISSION Cres,MISSION,Cres, ,229 MISSION Cres  ,8,CRANBROOK,,,,,08508a3f1eef628e
-115.7990273,49.5756718,177,SHADOW MOUNTAIN BOULEVARD,SHADOW MOUNTAIN BOULEVARD, , ,177 SHADOW MOUNTAIN BOULEVARD  ,,CRANBROOK,,,,,f8ad4ea9281555a6
-115.8024895,49.5814246,156,RIVER DRIVE,RIVER DRIVE, , ,156 RIVER DRIVE  ,,CRANBROOK,,,,,1a3c42b2e742b04c
-115.7502936,49.5390675,2610,THEATRE Road,THEATRE,Road, ,2610 THEATRE Road  ,,CRANBROOK,,,,,5617517a54529ad2
-115.7416954,49.5297721,1904,KOKANEE Place N,KOKANEE,Place,N,1904 KOKANEE Place N,1,CRANBROOK,,,,,0ef7ae42074573cb
-115.7395969,49.5322576,2300,29TH Ave N,29TH,Ave,N,2300 29TH Ave N,,CRANBROOK,,,,,f6b30a9224164e4e
-115.7381483,49.525342,3012,MT FISHER Place,MT FISHER,Place, ,3012 MT FISHER Place  ,,CRANBROOK,,,,,00fbf7d1924372f7
-115.749623,49.5288345,1725,CRANBROOK Street N,CRANBROOK,Street,N,1725 CRANBROOK Street N,,CRANBROOK,,,,,0ce2c2bc9b324061
-115.7437112,49.5316421,2108,CRANBROOK Street N,CRANBROOK,Street,N,2108 CRANBROOK Street N,,CRANBROOK,,,,,f842b6410857097c
-115.7419367,49.5313528,2120,KOKANEE Court N,KOKANEE,Court,N,2120 KOKANEE Court N,,CRANBROOK,,,,,b4b6b1b67cb01547
-115.7379621,49.5265604,1612,MT PROCTOR Place N,MT PROCTOR,Place,N,1612 MT PROCTOR Place N,,CRANBROOK,,,,,25d8a79cca58be50
-115.734821,49.5267619,3333,MT FISHER Drive,MT FISHER,Drive, ,3333 MT FISHER Drive  ,,CRANBROOK,,,,,3e5e8a1a338f2576
-115.734683,49.5290308,1812,MT CONNELL Cres N,MT CONNELL,Cres,N,1812 MT CONNELL Cres N,,CRANBROOK,,,,,4f3d8e2948519305
-115.7354073,49.52987,1825,MT CONNELL Cres N,MT CONNELL,Cres,N,1825 MT CONNELL Cres N,,CRANBROOK,,,,,bcdd11e77b5a21b2
-115.7335843,49.5302283,1852,MT CONNELL Cres N,MT CONNELL,Cres,N,1852 MT CONNELL Cres N,,CRANBROOK,,,,,02e0e4c214b0a58c
-115.7408925,49.528727,1866,KOKANEE Cres N,KOKANEE,Cres,N,1866 KOKANEE Cres N,,CRANBROOK,,,,,f922223728d9ce2c
-115.7461932,49.5281721,2025,KOKANEE Drive N,KOKANEE,Drive,N,2025 KOKANEE Drive N,27,CRANBROOK,,,,,699a4484984901fb
-115.741481,49.5284607,1861,KOKANEE Cres N,KOKANEE,Cres,N,1861 KOKANEE Cres N,1,CRANBROOK,,,,,451840d46dee08b9
-115.7794205,49.5097469,408,COBHAM Ave W,COBHAM,Ave,W,408 COBHAM Ave W,,CRANBROOK,,,,,c725ed2fbea6c41d
-115.7793198,49.5111764,311,COBHAM Ave W,COBHAM,Ave,W,311 COBHAM Ave W,,CRANBROOK,,,,,78537c87222d7e2b
-115.7734486,49.5201908,833,4TH Street NW,4TH,Street,NW,833 4TH Street NW,,CRANBROOK,,,,,8d4788db0abf0d4d
-115.7690413,49.5253081,1051,INDUSTRIAL ROAD 3,INDUSTRIAL ROAD 3, , ,1051 INDUSTRIAL ROAD 3  ,,CRANBROOK,,,,,7cbcd76adaf67ef3
-115.7576305,49.5385935,198,THE WHINS,THE WHINS, , ,198 THE WHINS  ,,CRANBROOK,,,,,42eee18d6c33378a
-115.797674,49.575759,197,SHADOW MOUNTAIN BOULEVARD,SHADOW MOUNTAIN BOULEVARD, , ,197 SHADOW MOUNTAIN BOULEVARD  ,,CRANBROOK,,,,,657e31c9fce02287
-115.7771923,49.5740485,113,CORRAL BOULEVARD,CORRAL BOULEVARD, , ,113 CORRAL BOULEVARD  ,,CRANBROOK,,,,,5ada04ba74ccc0ed
-115.7664849,49.5361553,387,MISSION Cres,MISSION,Cres, ,387 MISSION Cres  ,,CRANBROOK,,,,,9a44e3de5e06382b
-115.7986538,49.5779437,108,PURCELL PLACE,PURCELL PLACE, , ,108 PURCELL PLACE  ,,CRANBROOK,,,,,2f37807ff5d0814a
-115.7674178,49.5349226,124,GRANDVIEW Place,GRANDVIEW,Place, ,124 GRANDVIEW Place  ,,CRANBROOK,,,,,e573d0f29c75a86c
-115.759504,49.5393556,126,THE WHINS,THE WHINS, , ,126 THE WHINS  ,,CRANBROOK,,,,,7d8a19c50351c3c3
-115.8029983,49.5773414,136,PLATEAU PLACE,PLATEAU PLACE, , ,136 PLATEAU PLACE  ,,CRANBROOK,,,,,df2b6158e5a0ab76
-115.7460703,49.5247686,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,27,CRANBROOK,,,,,398aa90f7e808fb1
-115.7462957,49.5247547,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,28,CRANBROOK,,,,,a1752bba97e9b3dc
-115.733565,49.5274306,3409,MT ROYAL Drive N,MT ROYAL,Drive,N,3409 MT ROYAL Drive N,,CRANBROOK,,,,,c35dceb99a5278b4
-115.7363516,49.5288549,1800,MT CASTLE Cres N,MT CASTLE,Cres,N,1800 MT CASTLE Cres N,,CRANBROOK,,,,,c6e792fcf441fd55
-115.7350925,49.5302662,1832,MT CONNELL Cres N,MT CONNELL,Cres,N,1832 MT CONNELL Cres N,,CRANBROOK,,,,,f6edf7d012facb06
-115.7430792,49.5283466,1933,KELOWNA Cres N,KELOWNA,Cres,N,1933 KELOWNA Cres N,,CRANBROOK,,,,,8aa23085107200a1
-115.7409931,49.5299921,1944,KOKANEE Place N,KOKANEE,Place,N,1944 KOKANEE Place N,,CRANBROOK,,,,,8694ac079ea36d57
-115.7702873,49.5176835,519,3RD Street NW,3RD,Street,NW,519 3RD Street NW,,CRANBROOK,,,,,a96cfd15c3df99ce
-115.767355,49.5186766,420,BRIAR Ave NW,BRIAR,Ave,NW,420 BRIAR Ave NW,,CRANBROOK,,,,,62c6b25ef01cccc4
-115.7711395,49.5186367,628,3RD Street NW,3RD,Street,NW,628 3RD Street NW,,CRANBROOK,,,,,7478a3c1e4bf35d1
-115.7656514,49.5220401,757,INDUSTRIAL ROAD 2,INDUSTRIAL ROAD 2, , ,757 INDUSTRIAL ROAD 2  ,,CRANBROOK,,,,,d177390cc13cae2c
-115.7567271,49.5354498,217,INDUSTRIAL ROAD F,INDUSTRIAL ROAD F, , ,217 INDUSTRIAL ROAD F  ,,CRANBROOK,,,,,d50738341d4fc296
-115.7856863,49.5758709,329,CORRAL CLOSE,CORRAL CLOSE, , ,329 CORRAL CLOSE  ,,CRANBROOK,,,,,e69b5b9342d7918f
-115.7579115,49.5381196,199,THE WHINS,THE WHINS, , ,199 THE WHINS  ,,CRANBROOK,,,,,86daa444ae2b3048
-115.7660293,49.5361294,352,MISSION Place,MISSION,Place, ,352 MISSION Place  ,,CRANBROOK,,,,,fa6cd7db7bd94c87
-115.7349047,49.530582,3321,21ST Street N,21ST,Street,N,3321 21ST Street N,,CRANBROOK,,,,,b4729d9200b76184
-115.7404248,49.5337481,2313,KOOTENAY Street N,KOOTENAY,Street,N,2313 KOOTENAY Street N,,CRANBROOK,,,,,f7307996d8ce0d34
-115.7400895,49.5336215,2317,KOOTENAY Street N,KOOTENAY,Street,N,2317 KOOTENAY Street N,,CRANBROOK,,,,,db28a4c741956036
-115.7284914,49.5246018,1508,MT ROYAL PEAK,MT ROYAL PEAK, , ,1508 MT ROYAL PEAK  ,,CRANBROOK,,,,,144221cbcde862df
-115.7348126,49.5238321,1550,MT FISHER Cres,MT FISHER,Cres, ,1550 MT FISHER Cres  ,,CRANBROOK,,,,,977eb263b4ac913c
-115.757342,49.5392472,105,THE WHINS,THE WHINS, , ,105 THE WHINS  ,,CRANBROOK,,,,,3ac076a129cef9c2
-115.7628149,49.5368844,308,MISSION Cres,MISSION,Cres, ,308 MISSION Cres  ,,CRANBROOK,,,,,484b8a4ea49664c1
-115.8048468,49.5810036,188,RIVER DRIVE,RIVER DRIVE, , ,188 RIVER DRIVE  ,,CRANBROOK,,,,,0b43b4a41d373712
-115.7440178,49.5295833,2025,KOKANEE Drive N,KOKANEE,Drive,N,2025 KOKANEE Drive N,32,CRANBROOK,,,,,7229a654f7fef696
-115.7333635,49.5320643,2200,34TH Ave N,34TH,Ave,N,2200 34TH Ave N,,CRANBROOK,,,,,4b94905ffd480eb8
-115.7333633,49.5318177,2130,34TH Ave N,34TH,Ave,N,2130 34TH Ave N,,CRANBROOK,,,,,3eaf0680fbcc528a
-115.7399244,49.5303489,1998,KOKANEE Cres N,KOKANEE,Cres,N,1998 KOKANEE Cres N,,CRANBROOK,,,,,4995054560369b3c
-115.7523298,49.5266025,1509,CRANBROOK Street N,CRANBROOK,Street,N,1509 CRANBROOK Street N,,CRANBROOK,,,,,9ae90479b3a74457
-115.7662386,49.5236149,516,INDUSTRIAL ROAD B,INDUSTRIAL ROAD B, , ,516 INDUSTRIAL ROAD B  ,,CRANBROOK,,,,,7094087ca28489b6
-115.7658313,49.5367583,370,MISSION Cres,MISSION,Cres, ,370 MISSION Cres  ,,CRANBROOK,,,,,4ed94e1fa9863893
-115.7662922,49.5346289,105,GRANDVIEW Place,GRANDVIEW,Place, ,105 GRANDVIEW Place  ,,CRANBROOK,,,,,17eebd3df719f7f2
-115.7949762,49.5773965,200,SHADOW MOUNTAIN BOULEVARD,SHADOW MOUNTAIN BOULEVARD, , ,200 SHADOW MOUNTAIN BOULEVARD  ,,CRANBROOK,,,,,a85aab4903fad6c2
-115.7342009,49.5326572,2231,34TH Ave N,34TH,Ave,N,2231 34TH Ave N,1,CRANBROOK,,,,,d602c41828b36900
-115.7465149,49.5258228,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,78,CRANBROOK,,,,,1e01ddd28ed2e9fd
-115.7359954,49.5238075,1543,MT FISHER Cres,MT FISHER,Cres, ,1543 MT FISHER Cres  ,,CRANBROOK,,,,,43547d3577dca02c
-115.7395937,49.5324956,2304,29TH Ave N,29TH,Ave,N,2304 29TH Ave N,,CRANBROOK,,,,,59546c9e659f6eda
-115.7353459,49.5249601,1577,MT FISHER Cres,MT FISHER,Cres, ,1577 MT FISHER Cres  ,,CRANBROOK,,,,,2858dbf3d1dd882c
-115.7294246,49.5284506,3536,MT ROYAL Drive,MT ROYAL,Drive, ,3536 MT ROYAL Drive  ,,CRANBROOK,,,,,db0cc4e0a3b4d0db
-115.7342978,49.5287367,1813,MT SINCLAIR Ave N,MT SINCLAIR,Ave,N,1813 MT SINCLAIR Ave N,,CRANBROOK,,,,,97f30016c87b3cd8
-115.7361681,49.5251831,1513,MT FISHER Cres,MT FISHER,Cres, ,1513 MT FISHER Cres  ,,CRANBROOK,,,,,dbcd9d8900ca98f2
-115.7436482,49.5274531,1831,KELOWNA Cres N,KELOWNA,Cres,N,1831 KELOWNA Cres N,B,CRANBROOK,,,,,0efab6c3f6da25e6
-115.7302882,49.5299724,3553,MT ROYAL Drive,MT ROYAL,Drive, ,3553 MT ROYAL Drive  ,,CRANBROOK,,,,,755052c3995d24cb
-115.7438072,49.5291613,2025,KOKANEE Drive N,KOKANEE,Drive,N,2025 KOKANEE Drive N,29,CRANBROOK,,,,,e824359a74122238
-115.7873643,49.50493,1300,COBHAM Ave W,COBHAM,Ave,W,1300 COBHAM Ave W,,CRANBROOK,,,,,298870972b62c474
-115.7679832,49.5195722,514,5TH Street NW,5TH,Street,NW,514 5TH Street NW,,CRANBROOK,,,,,d2e95af9b46349c6
-115.7653566,49.5175498,500,SLATER Road NW,SLATER,Road,NW,500 SLATER Road NW,,CRANBROOK,,,,,9e9586d8657c5007
-115.7361119,49.5244285,1533,MT FISHER Cres,MT FISHER,Cres, ,1533 MT FISHER Cres  ,,CRANBROOK,,,,,24d3d936e2c0919a
-115.7472208,49.5244621,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,14,CRANBROOK,,,,,5e8efcb1342c8efc
-115.7343084,49.5259759,3322,MT FISHER Drive,MT FISHER,Drive, ,3322 MT FISHER Drive  ,,CRANBROOK,,,,,d5067d4377b595ad
-115.7307217,49.5282785,3533,MT ROYAL Drive,MT ROYAL,Drive, ,3533 MT ROYAL Drive  ,,CRANBROOK,,,,,dde6a86ca9cebf66
-115.7379981,49.5256769,3017,MT FISHER Drive N,MT FISHER,Drive,N,3017 MT FISHER Drive N,,CRANBROOK,,,,,283d862a263c66a6
-115.7404699,49.5257266,1401,30TH Ave N,30TH,Ave,N,1401 30TH Ave N,45,CRANBROOK,,,,,97ddbce02d5b7cd0
-115.746354,49.5282429,2025,KOKANEE Drive N,KOKANEE,Drive,N,2025 KOKANEE Drive N,26,CRANBROOK,,,,,149fcbf76a9a4ba2
-115.736545,49.5243567,3056,MT FISHER Place,MT FISHER,Place, ,3056 MT FISHER Place  ,,CRANBROOK,,,,,30dffec52f2886f5
-115.7462068,49.5253593,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,73,CRANBROOK,,,,,701f197cb68f6b32
-115.7350539,49.5260359,3317,MT FISHER Drive,MT FISHER,Drive, ,3317 MT FISHER Drive  ,,CRANBROOK,,,,,46885b450259cf5f
-115.7443667,49.5276058,1813,KELOWNA Cres N,KELOWNA,Cres,N,1813 KELOWNA Cres N,B,CRANBROOK,,,,,96a392c9a11345e2
-115.7398422,49.5271471,2995,EAGLE RIDGE Cres N,EAGLE RIDGE,Cres,N,2995 EAGLE RIDGE Cres N,B,CRANBROOK,,,,,28a4123b27cc12ad
-115.7417715,49.5286268,1849,KOKANEE Cres N,KOKANEE,Cres,N,1849 KOKANEE Cres N,,CRANBROOK,,,,,f1ee30f53a934726
-115.7442815,49.5293647,2025,KOKANEE Drive N,KOKANEE,Drive,N,2025 KOKANEE Drive N,28,CRANBROOK,,,,,05b4dc5d19f98a56
-115.7419259,49.5293193,1824,KOKANEE Cres N,KOKANEE,Cres,N,1824 KOKANEE Cres N,1,CRANBROOK,,,,,3cab88cac6b305c8
-115.7397248,49.5299916,1980,KOKANEE Cres N,KOKANEE,Cres,N,1980 KOKANEE Cres N,,CRANBROOK,,,,,085b7a55babfa103
-115.7928055,49.5032905,1601,COBHAM Ave W,COBHAM,Ave,W,1601 COBHAM Ave W,,CRANBROOK,,,,,00ac09a56aeed18d
-115.7987733,49.5756996,181,SHADOW MOUNTAIN BOULEVARD,SHADOW MOUNTAIN BOULEVARD, , ,181 SHADOW MOUNTAIN BOULEVARD  ,,CRANBROOK,,,,,fe8289475bccdf21
-115.7949829,49.5768174,241,SHADOW MOUNTAIN BOULEVARD,SHADOW MOUNTAIN BOULEVARD, , ,241 SHADOW MOUNTAIN BOULEVARD  ,,CRANBROOK,,,,,b8e06874f4b36e6a
-115.7984408,49.5780746,112,PURCELL PLACE,PURCELL PLACE, , ,112 PURCELL PLACE  ,,CRANBROOK,,,,,f28a2526107ebfcf
-115.7411815,49.5303286,2904,KOKANEE Drive N,KOKANEE,Drive,N,2904 KOKANEE Drive N,,CRANBROOK,,,,,ecf7feb9bf584d67
-115.7421805,49.5278842,1913,KELOWNA Cres N,KELOWNA,Cres,N,1913 KELOWNA Cres N,,CRANBROOK,,,,,53e208bd8f95b308
-115.7398473,49.5334973,2324,29TH Ave N,29TH,Ave,N,2324 29TH Ave N,,CRANBROOK,,,,,2a097a2bf7b2fc8b
-115.7283595,49.5241896,1504,MT ROYAL PEAK,MT ROYAL PEAK, , ,1504 MT ROYAL PEAK  ,,CRANBROOK,,,,,1df0813ad541e505
-115.7387766,49.5262541,1605,MT PROCTOR Place N,MT PROCTOR,Place,N,1605 MT PROCTOR Place N,,CRANBROOK,,,,,0e8cb78b4b69167f
-115.738798,49.5270941,1625,MT PROCTOR Place N,MT PROCTOR,Place,N,1625 MT PROCTOR Place N,,CRANBROOK,,,,,daf4af0faec859d5
-115.73556,49.5275439,1642,MT PYRAMID Cres,MT PYRAMID,Cres, ,1642 MT PYRAMID Cres  ,,CRANBROOK,,,,,0d3f1bc7f3d16f6e
-115.7329684,49.5282989,1713,MT NELSON Cres N,MT NELSON,Cres,N,1713 MT NELSON Cres N,,CRANBROOK,,,,,73c5e265315dc792
-115.7414285,49.5257543,1401,30TH Ave N,30TH,Ave,N,1401 30TH Ave N,29,CRANBROOK,,,,,7a5564052ae4caf3
-115.7501606,49.5266195,1532,CRANBROOK Street N,CRANBROOK,Street,N,1532 CRANBROOK Street N,,CRANBROOK,,,,,888bfbe1f5f7cb74
-115.7504564,49.5245267,1500,CRANBROOK Street N,CRANBROOK,Street,N,1500 CRANBROOK Street N,,CRANBROOK,,,,,61b596983220009e
-115.744239,49.5218047,2516,KOOTENAY Place,KOOTENAY,Place, ,2516 KOOTENAY Place  ,,CRANBROOK,,,,,99547cdde48f5995
-115.7483294,49.5281223,1702,CRANBROOK Street N,CRANBROOK,Street,N,1702 CRANBROOK Street N,,CRANBROOK,,,,,5a6dd016efd80431
-115.7433421,49.5284807,1941,KELOWNA Cres N,KELOWNA,Cres,N,1941 KELOWNA Cres N,,CRANBROOK,,,,,8bd1108601b9f7d3
-115.7835339,49.5070729,1000,COBHAM Ave W,COBHAM,Ave,W,1000 COBHAM Ave W,,CRANBROOK,,,,,c4ec4e11a43faed9
-115.775594,49.511965,130,COBHAM Ave W,COBHAM,Ave,W,130 COBHAM Ave W,,CRANBROOK,,,,,c98b143ed887aa79
-115.7728404,49.5150677,505,KING Street W,KING,Street,W,505 KING Street W,,CRANBROOK,,,,,a43c9360a5dd00cf
-115.7955971,49.5049184,398,CROSS Road S,CROSS,Road,S,398 CROSS Road S,,CRANBROOK,,,,,4ce6aec4dd1b10db
-115.7690458,49.5206594,513,HURRY Ave NW,HURRY,Ave,NW,513 HURRY Ave NW,,CRANBROOK,,,,,448dd5d301e1961b
-115.7626961,49.5364179,290,MISSION Cres,MISSION,Cres, ,290 MISSION Cres  ,,CRANBROOK,,,,,2f50bf69c57a579e
-115.7595625,49.5340598,1600,INDUSTRIAL ROAD F2,INDUSTRIAL ROAD F2, , ,1600 INDUSTRIAL ROAD F2  ,,CRANBROOK,,,,,81606a269fca0824
-115.7406111,49.5283505,1890,KOKANEE Cres N,KOKANEE,Cres,N,1890 KOKANEE Cres N,,CRANBROOK,,,,,099b5fc64fe7e7e4
-115.7930519,49.5071947,661,MCBRIDE Street W,MCBRIDE,Street,W,661 MCBRIDE Street W,,CRANBROOK,,,,,204942b3e7c0adca
-115.7720014,49.5141162,10,COBHAM Ave W,COBHAM,Ave,W,10 COBHAM Ave W,,CRANBROOK,,,,,88a30e4ca80a097b
-115.772976,49.5151654,509,KING Street W,KING,Street,W,509 KING Street W,,CRANBROOK,,,,,c7ce51fa516fbf70
-115.7954339,49.5771739,192,SHADOW MOUNTAIN BOULEVARD,SHADOW MOUNTAIN BOULEVARD, , ,192 SHADOW MOUNTAIN BOULEVARD  ,,CRANBROOK,,,,,effc2caec7646040
-115.7397858,49.5301113,1986,KOKANEE Cres N,KOKANEE,Cres,N,1986 KOKANEE Cres N,,CRANBROOK,,,,,45206412a61eef58
-115.741835,49.5355951,2401,CRANBROOK Street N,CRANBROOK,Street,N,2401 CRANBROOK Street N,,CRANBROOK,,,,,ca0a3d76a8efdbe5
-115.7359656,49.5271907,1645,MT PYRAMID Cres N,MT PYRAMID,Cres,N,1645 MT PYRAMID Cres N,,CRANBROOK,,,,,2ca276b758a1c043
-115.7572712,49.539763,104,THE WHINS,THE WHINS, , ,104 THE WHINS  ,,CRANBROOK,,,,,ec296761d07588b1
-115.7996902,49.5812139,120,RIVER DRIVE,RIVER DRIVE, , ,120 RIVER DRIVE  ,,CRANBROOK,,,,,60116ad4cc6a6775
-115.7968474,49.5759851,209,SHADOW MOUNTAIN BOULEVARD,SHADOW MOUNTAIN BOULEVARD, , ,209 SHADOW MOUNTAIN BOULEVARD  ,,CRANBROOK,,,,,1cebc6d776fe4946
-115.7354895,49.5337461,2331,33RD Ave N,33RD,Ave,N,2331 33RD Ave N,1,CRANBROOK,,,,,5af232a576a9342c
-115.7585526,49.5382617,193,THE WHINS,THE WHINS, , ,193 THE WHINS  ,,CRANBROOK,,,,,b4759b80317db583
-115.8032574,49.5774003,132,PLATEAU PLACE,PLATEAU PLACE, , ,132 PLATEAU PLACE  ,,CRANBROOK,,,,,ec074b620fdf3fe1
-115.7347056,49.5313912,2120,33RD Ave N,33RD,Ave,N,2120 33RD Ave N,,CRANBROOK,,,,,feb0757c75cc107c
-115.7323107,49.5242117,1505,MT ROYAL RIDGE,MT ROYAL RIDGE, , ,1505 MT ROYAL RIDGE  ,,CRANBROOK,,,,,1d93c674fcdd7682
-115.7367811,49.5253685,3032,MT FISHER Place,MT FISHER,Place, ,3032 MT FISHER Place  ,,CRANBROOK,,,,,65e6aa5674e0069b
-115.7518805,49.527051,1525,CRANBROOK Street N,CRANBROOK,Street,N,1525 CRANBROOK Street N,,CRANBROOK,,,,,571664fad0360a0e
-115.7470049,49.5244616,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,15,CRANBROOK,,,,,4f9820b9a2713e42
-115.7345783,49.528412,1805,MT SINCLAIR Ave N,MT SINCLAIR,Ave,N,1805 MT SINCLAIR Ave N,,CRANBROOK,,,,,7b034b36a00972d0
-115.7651843,49.5190648,533,SLATER Road NW,SLATER,Road,NW,533 SLATER Road NW,,CRANBROOK,,,,,0818d1c98b60aa26
-115.767691,49.5194226,510,5TH Street NW,5TH,Street,NW,510 5TH Street NW,,CRANBROOK,,,,,139695dda9ea2022
-115.7723501,49.5196068,721,4TH Street NW,4TH,Street,NW,721 4TH Street NW,,CRANBROOK,,,,,aaa3addce0bf2607
-115.7522306,49.5326592,1950,THEATRE Road,THEATRE,Road, ,1950 THEATRE Road  ,,CRANBROOK,,,,,d645133368a7c8ca
-115.7383951,49.5240731,1400,30TH Ave N,30TH,Ave,N,1400 30TH Ave N,,CRANBROOK,,,,,f323a676ef6c360a
-115.7350433,49.5256306,3313,MT FISHER Drive,MT FISHER,Drive, ,3313 MT FISHER Drive  ,,CRANBROOK,,,,,de32135ba666ee75
-115.7470812,49.5253619,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,86,CRANBROOK,,,,,0d1f1f76a7ebbdf5
-115.7358164,49.5256479,3301,MT FISHER Drive,MT FISHER,Drive, ,3301 MT FISHER Drive  ,,CRANBROOK,,,,,4ee0be8e808a52c8
-115.7349858,49.5262223,3321,MT FISHER Drive,MT FISHER,Drive, ,3321 MT FISHER Drive  ,,CRANBROOK,,,,,c89de48f00de90d2
-115.7338958,49.5268284,3412,MT ROYAL Drive N,MT ROYAL,Drive,N,3412 MT ROYAL Drive N,,CRANBROOK,,,,,94d6639ce0446716
